warehouse_width,warehouse_height,num_robots,num_workstations,order_density,total_orders,completed_orders,completion_time,orders_per_step,robot_efficiency,completion_rate,robot_ratio,shelf_count,sample_id,layout_type
50,85,95,2,0.7936507936507936,1015,1007,2892,0.3482019363762102,0.003665283540802213,0.9921182266009853,0.07539682539682539,1260,69,original
50,85,100,2,0.7936507936507936,1012,1002,2330,0.43004291845493564,0.004300429184549356,0.9901185770750988,0.07936507936507936,1260,70,original
50,85,100,2,0.7936507936507936,1009,985,2089,0.47151747247486836,0.004715174724748684,0.9762140733399405,0.07936507936507936,1260,71,original
50,85,100,2,0.7936507936507936,985,977,2150,0.4544186046511628,0.004544186046511628,0.9918781725888325,0.07936507936507936,1260,72,original
50,85,100,2,0.7936507936507936,1022,997,2072,0.4811776061776062,0.004811776061776062,0.9755381604696673,0.07936507936507936,1260,73,original
50,85,100,2,0.7936507936507936,1016,1006,2309,0.4356864443482027,0.0043568644434820265,0.9901574803149606,0.07936507936507936,1260,74,original
50,85,105,2,0.7936507936507936,1006,995,2010,0.49502487562189057,0.004714522624970386,0.989065606361829,0.08333333333333333,1260,75,original
50,85,105,2,0.7936507936507936,1013,976,1999,0.4882441220610305,0.004649944019628862,0.9634748272458046,0.08333333333333333,1260,76,original
50,85,105,2,0.7936507936507936,1009,982,1875,0.5237333333333334,0.004987936507936508,0.9732408325074331,0.08333333333333333,1260,77,original
50,85,110,2,0.7936507936507936,1003,974,1854,0.5253505933117584,0.004775914484652349,0.9710867397806581,0.0873015873015873,1260,78,original
50,85,105,2,0.7936507936507936,1012,1001,2719,0.36815005516734095,0.003506191001593723,0.9891304347826086,0.08333333333333333,1260,79,original
50,85,105,2,0.7936507936507936,989,987,2011,0.4908005967180507,0.0046742913973147684,0.9979777553083923,0.08333333333333333,1260,80,original
50,85,110,2,0.7936507936507936,988,950,1742,0.5453501722158438,0.004957728838325853,0.9615384615384616,0.0873015873015873,1260,81,original
50,85,110,2,0.7936507936507936,1003,990,1993,0.4967385850476668,0.004515805318615153,0.9870388833499502,0.0873015873015873,1260,82,original
50,85,115,2,0.7936507936507936,1021,986,1688,0.5841232227488151,0.005079332371728827,0.9657198824681684,0.09126984126984126,1260,83,original
50,85,110,2,0.7936507936507936,997,986,2468,0.39951377633711505,0.0036319434212465007,0.9889669007021064,0.0873015873015873,1260,84,original
50,85,110,2,0.7936507936507936,990,982,2231,0.44016136261766026,0.00400146693288782,0.9919191919191919,0.0873015873015873,1260,85,original
50,85,115,2,0.7936507936507936,1002,978,1937,0.5049044914816727,0.004390473838971067,0.9760479041916168,0.09126984126984126,1260,86,original
50,85,115,2,0.7936507936507936,988,970,1990,0.48743718592964824,0.004238584225475202,0.9817813765182186,0.09126984126984126,1260,87,original
50,85,115,2,0.7936507936507936,1007,1001,1912,0.5235355648535565,0.004552483172639622,0.9940417080436942,0.09126984126984126,1260,88,original
50,85,120,2,0.7936507936507936,1022,1000,1649,0.6064281382656155,0.00505356781888013,0.9784735812133072,0.09523809523809523,1260,89,original
50,85,120,2,0.7936507936507936,995,969,1678,0.5774731823599524,0.004812276519666269,0.9738693467336683,0.09523809523809523,1260,90,original
50,85,115,2,0.7936507936507936,1013,998,2666,0.3743435858964741,0.0032551616164910794,0.9851924975320829,0.09126984126984126,1260,91,original
50,85,120,2,0.7936507936507936,999,984,1829,0.5379989065062876,0.00448332422088573,0.984984984984985,0.09523809523809523,1260,92,original
50,85,125,2,0.7936507936507936,1013,980,1736,0.5645161290322581,0.004516129032258065,0.9674234945705824,0.0992063492063492,1260,93,original
50,85,120,2,0.7936507936507936,1002,990,2746,0.3605243991260015,0.0030043699927166786,0.9880239520958084,0.09523809523809523,1260,94,original
50,85,120,2,0.7936507936507936,1019,1012,1767,0.5727221279003961,0.004772684399169968,0.9931305201177625,0.09523809523809523,1260,95,original
50,85,125,2,0.7936507936507936,996,958,1710,0.560233918128655,0.00448187134502924,0.9618473895582329,0.0992063492063492,1260,96,original
50,85,125,2,0.7936507936507936,997,986,1835,0.5373297002724796,0.0042986376021798365,0.9889669007021064,0.0992063492063492,1260,97,original
50,85,125,2,0.7936507936507936,1018,1010,1800,0.5611111111111111,0.004488888888888889,0.9921414538310412,0.0992063492063492,1260,98,original
50,85,125,2,0.7936507936507936,1006,999,1821,0.5485996705107083,0.004388797364085667,0.9930417495029821,0.0992063492063492,1260,99,original
50,85,130,2,0.7936507936507936,996,970,1567,0.6190172303765157,0.004761671002896274,0.9738955823293173,0.10317460317460317,1260,100,original
50,85,130,2,0.7936507936507936,990,975,1596,0.6109022556390977,0.004699248120300752,0.9848484848484849,0.10317460317460317,1260,101,original
50,85,130,2,0.7936507936507936,1002,959,1621,0.5916101172115977,0.004550847055473829,0.9570858283433133,0.10317460317460317,1260,102,original
50,85,130,2,0.7936507936507936,984,964,1500,0.6426666666666667,0.004943589743589744,0.9796747967479674,0.10317460317460317,1260,103,original
50,85,130,2,0.7936507936507936,991,989,1877,0.5269046350559403,0.0040531125773533875,0.9979818365287588,0.10317460317460317,1260,104,original
50,85,135,2,0.7936507936507936,1011,998,1671,0.5972471573907839,0.004424053017709511,0.9871414441147379,0.10714285714285714,1260,105,original
50,85,135,2,0.7936507936507936,977,965,1850,0.5216216216216216,0.003863863863863864,0.9877175025588536,0.10714285714285714,1260,106,original
50,85,135,2,0.7936507936507936,1014,994,1999,0.49724862431215605,0.003683323143053008,0.980276134122288,0.10714285714285714,1260,107,original
50,85,140,2,0.7936507936507936,985,952,1524,0.6246719160104987,0.004461942257217848,0.966497461928934,0.1111111111111111,1260,108,original
50,85,135,2,0.7936507936507936,994,990,1930,0.5129533678756477,0.0037996545768566492,0.9959758551307847,0.10714285714285714,1260,109,original
50,85,140,2,0.7936507936507936,1010,999,2024,0.4935770750988142,0.0035255505364201016,0.9891089108910891,0.1111111111111111,1260,110,original
50,85,135,2,0.7936507936507936,999,994,2224,0.44694244604316546,0.0033106847855049293,0.994994994994995,0.10714285714285714,1260,111,original
50,85,140,2,0.7936507936507936,1014,1008,1789,0.5634432643935159,0.004024594745667971,0.9940828402366864,0.1111111111111111,1260,112,original
50,85,140,2,0.7936507936507936,1005,999,2352,0.4247448979591837,0.0030338921282798835,0.9940298507462687,0.1111111111111111,1260,113,original
50,85,145,2,0.7936507936507936,1013,990,1523,0.650032829940906,0.004482985034075214,0.9772951628825272,0.11507936507936507,1260,114,original
50,85,140,2,0.7936507936507936,1019,1010,2072,0.4874517374517375,0.0034817981246552674,0.9911678115799804,0.1111111111111111,1260,115,original
50,85,145,2,0.7936507936507936,995,968,1536,0.6302083333333334,0.004346264367816092,0.9728643216080402,0.11507936507936507,1260,116,original
50,85,145,2,0.7936507936507936,995,951,1386,0.6861471861471862,0.004732049559635767,0.9557788944723619,0.11507936507936507,1260,117,original
50,85,145,2,0.7936507936507936,1002,989,2154,0.45914577530176415,0.0031665225882880287,0.9870259481037924,0.11507936507936507,1260,118,original
50,85,145,2,0.7936507936507936,983,977,1562,0.6254801536491678,0.004313656232063225,0.9938962360122076,0.11507936507936507,1260,119,original
50,85,150,2,0.7936507936507936,1002,979,1433,0.683182135380321,0.00455454756920214,0.9770459081836327,0.11904761904761904,1260,120,original
50,85,150,2,0.7936507936507936,1010,1003,1506,0.6660026560424966,0.004440017706949978,0.9930693069306931,0.11904761904761904,1260,121,original
50,85,150,2,0.7936507936507936,999,983,1499,0.6557705136757839,0.004371803424505226,0.983983983983984,0.11904761904761904,1260,122,original
50,85,150,2,0.7936507936507936,1014,998,1494,0.6680053547523427,0.004453369031682285,0.9842209072978304,0.11904761904761904,1260,123,original
50,85,150,2,0.7936507936507936,1014,1006,1872,0.5373931623931624,0.0035826210826210825,0.9921104536489151,0.11904761904761904,1260,124,original
